GEO_ID_origin,NAME_origin,GEO_ID_dest,NAME_dest,distance_miles
E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",E330000US1237000000,"Miami-Port St. Lucie-Fort Lauderdale, FL CFS Area; Florida",1226.61
E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",E330000US5537600000,"Milwaukee-Racine-Waukesha, WI CFS Area; Wisconsin",743.15
E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",E330000US2737800000,"Minneapolis-St. Paul, MN-WI CFS Area (part); Minnesota",990.97
E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",E330000US0138000000,"Mobile-Daphne-Fairhope, AL CFS Area; Alabama",1164.79
E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",E330000US4740000000,"Nashville-Davidson--Murfreesboro, TN CFS Area; Tennessee",835.53
E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",E330000US2240600000,"New Orleans-Metairie-Hammond, LA-MS CFS Area (part); Louisiana",1253.07
E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",E330000US0940800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); Connecticut",130.82
E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",142.62
E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",82.75
E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",E330000US4041600000,"Oklahoma City-Shawnee, OK CFS Area; Oklahoma",1385.07
E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",E330000US3142000000,"Omaha-Council Bluffs-Fremont, NE-IA CFS Area (part); Nebraska",1150.68
E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",E330000US1242200000,"Orlando-Lakeland-Deltona, FL CFS Area; Florida",1051.84
E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",E330000US1042800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Delaware",260.95
E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",E330000US3442800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); New Jersey",235.33
E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",E330000US4242800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Pennsylvania",223.93
E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",E330000US0442900000,"Phoenix-Mesa, AZ CFS Area; Arizona",2139.22
E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",E330000US4243000000,"Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (part); Pennsylvania",373.48
E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",E330000US4144000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Oregon",2365.32
E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",E330000US5344000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Washington",2371.23
E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",E330000US3745000000,"Raleigh-Durham-Cary, NC CFS Area; North Carolina",586.61
E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",E330000US0199999999,"Remainder of Alabama, Alabama",939.95
E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",E330000US0299999999,"Remainder of Alaska, Alaska",2633.24
E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",E330000US0499999999,"Remainder of Arizona, Arizona",2271.98
