GEO_ID,NAME,VAL,TON,val_norm,ton_norm,vulnerability_score,rank,is_metro,INTPTLAT,INTPTLON,nearest_port,nearest_port_type,nearest_port_miles,nearest_seaport,nearest_seaport_miles,min_distance_to_neighbor_miles,num_commodities,max_comm_val,dominant_commodity,val_ton_ratio
E330000US2931200000,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (part); Missouri",453419,273988,0.0554552715785539,0.0731048594961095,0.0625,90,1,38.741528,-93.8118634,Kansas City Intermodal Hub,rail_intermodal,48.08,Port of Beaumont,598.63,24.55,262,111438,All Commodities,1.6829
E330000US1747600000,"St. Louis-St. Charles-Farmington, MO-IL CFS Area (part); Illinois",249455,411426,0.0298036461669393,0.1104138496982852,0.062,91,1,38.885924,-89.4365916,St. Louis Intermodal Hub,rail_intermodal,44.82,Port of New Orleans,618.04,94.14,254,46764,All Commodities,0.6169
E330000US2031200000,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (part); Kansas",464440,232913,0.0568413326661056,0.0619546188599364,0.0589,92,1,39.7885021,-95.1472253,Kansas City Intermodal Hub,rail_intermodal,56.44,Port of Beaumont,673.2,93.48,272,73513,All Commodities,2.0302
E330000US0927825540,"Hartford-East Hartford-Middletown, CT CFS Area; Connecticut",563855,160340,0.0693443054470653,0.042253914935676,0.0585,93,1,41.4330028,-72.5227802,Port of New York/New Jersey,seaport,94.69,Port of New York/New Jersey,94.69,20.39,250,96646,All Commodities,3.5362
E330000US3646400000,"Rochester-Batavia-Seneca Falls, NY CFS Area; New York",356513,264662,0.0432678443260097,0.0705732187371819,0.0542,94,1,42.8563575,-77.3034967,Port of New York/New Jersey,seaport,225.19,Port of New York/New Jersey,225.19,40.95,245,53496,All Commodities,1.3573
E330000US2399999999,"Remainder of Maine, Maine",327467,283563,0.0396148608990041,0.0757040939231663,0.0541,95,0,44.1676811,-70.2074347,Port of Boston,seaport,132.28,Port of Boston,132.28,82.89,274,52441,All Commodities,1.169
E330000US4731500000,"Knoxville-Morristown-Sevierville, TN CFS Area; Tennessee",346041,237394,0.0419508284736513,0.0631710334257475,0.0504,96,1,36.138697,-84.6392616,Atlanta Intermodal Hub,rail_intermodal,165.72,Port of Savannah,347.02,49.16,249,59513,All Commodities,1.5994
E330000US3953400000,"Toledo-Findlay-Tiffin, OH CFS Area; Ohio",278516,267060,0.0334585160757807,0.0712241810511331,0.0486,97,1,41.000217,-83.6659471,Chicago Intermodal Hub,rail_intermodal,214.06,Port of Baltimore,393.06,27.89,183,97424,All Commodities,1.2057
E330000US3142000000,"Omaha-Council Bluffs-Fremont, NE-IA CFS Area (part); Nebraska",265722,267379,0.0318494728352275,0.0713107769552825,0.0476,98,1,40.9098778,-96.1406086,Kansas City Intermodal Hub,rail_intermodal,149.92,Port of Beaumont,756.68,77.19,253,44849,All Commodities,1.0009
E330000US5199940060,"Richmond, VA CFS Area; Virginia",348802,206518,0.0422980668969096,0.054789418577726,0.0473,99,1,37.7602149,-77.4913168,Port of Norfolk/Virginia,seaport,85.61,Port of Norfolk/Virginia,85.61,45.84,235,65489,All Commodities,1.7336
E330000US3921200000,"Dayton-Springfield-Kettering, OH CFS Area; Ohio",385784,165447,0.0469491249805535,0.0436402637836112,0.0456,100,1,40.1327753,-83.7676037,Chicago Intermodal Hub,rail_intermodal,234.69,Port of Baltimore,386.8,43.07,244,54495,All Commodities,2.4021
E330000US4999999999,"Remainder of Utah, Utah",202925,291124,0.0239517795120275,0.0777566068738688,0.0455,101,0,41.6275976,-111.2402269,Port of Portland,seaport,636.32,Port of Portland,636.32,50.53,219,62818,All Commodities,0.6975
E330000US5154847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); Virginia",260880,249349,0.0312405164986041,0.0664163438774931,0.0453,102,1,38.4230836,-77.4580475,Port of Baltimore,seaport,74.94,Port of Baltimore,74.94,40.9,227,56511,All Commodities,1.0828
E330000US4041600000,"Oklahoma City-Shawnee, OK CFS Area; Oklahoma",349816,137630,0.0424255930690154,0.036089046649675,0.0399,103,1,35.5433544,-97.9798891,Dallas Intermodal Hub,rail_intermodal,202.76,Port of Houston,431.27,133.01,260,53713,All Commodities,2.5913
E330000US2055600000,"Wichita-Winfield, KS CFS Area; Kansas",227296,213656,0.0270168094335159,0.0567271037307632,0.0389,104,1,37.2345068,-96.8372468,Kansas City Intermodal Hub,rail_intermodal,177.93,Port of Beaumont,518.24,55.22,226,42976,All Commodities,1.0675
E330000US3599999999,"Remainder of New Mexico, New Mexico",228119,204075,0.027120314403578,0.054126240540619,0.0379,105,0,34.3592729,-104.3686961,Dallas Intermodal Hub,rail_intermodal,449.29,Port of Corpus Christi,611.53,209.3,257,39216,All Commodities,1.1426
E330000US2499999999,"Remainder of Maryland, Maryland",220085,206628,0.0261099147322786,0.0548192792343293,0.0376,106,0,38.2221332,-75.3099315,Port of Baltimore,seaport,99.22,Port of Baltimore,99.22,31.2,227,40398,All Commodities,1.0875
E330000US3314800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); New Hampshire",313807,140170,0.0378969047737925,0.0367785563566958,0.0374,107,1,43.2995786,-71.6800412,Port of Boston,seaport,73.06,Port of Boston,73.06,44.07,215,51076,All Commodities,2.32
E330000US2117800000,"Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (part); Kentucky",190029,215501,0.0223299081949902,0.0572279483801543,0.0363,108,1,38.7556634,-84.8651432,Chicago Intermodal Hub,rail_intermodal,260.27,Port of Baltimore,446.16,13.84,205,64073,All Commodities,0.9939
E330000US2454847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); Maryland",227976,178606,0.0271023299434093,0.0472124126949052,0.0351,109,1,38.5227191,-76.5297621,Port of Baltimore,seaport,51.25,Port of Baltimore,51.25,37.2,220,43273,All Commodities,1.2994
E330000US0626000000,"Fresno-Madera-Hanford, CA CFS Area; California",289171,131553,0.0347985470065369,0.034439381102602,0.0347,110,1,36.072478,-119.8155301,Port of Oakland,seaport,180.86,Port of Oakland,180.86,124.51,243,55400,All Commodities,2.4043
E330000US5154500000,"Virginia Beach-Norfolk, VA-NC CFS Area (part); Virginia",276034,138577,0.0331463662146698,0.0363461197569776,0.0344,111,1,37.1283599,-76.3035337,Port of Norfolk/Virginia,seaport,12.82,Port of Norfolk/Virginia,12.82,78.43,224,43372,All Commodities,2.0244
E330000US1042800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Delaware",281776,127036,0.0338685114614461,0.0332131939582662,0.0336,112,1,39.5759152,-75.6441324,Port of Philadelphia,seaport,36.05,Port of Philadelphia,36.05,39.54,173,56661,All Commodities,2.4087
E330000US4414800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); Rhode Island",271164,110063,0.0325338884452861,0.0286056946443826,0.031,113,1,41.396792,-71.620282,Port of Boston,seaport,72.42,Port of Boston,72.42,25.83,239,46091,All Commodities,2.5786
E330000US3233200000,"Las Vegas-Henderson, NV CFS Area; Nevada",236260,124320,0.0281441709786401,0.0324759072006801,0.0299,114,1,36.2141295,-115.0143977,Port of Long Beach,seaport,248.19,Port of Long Beach,248.19,242.12,256,50112,All Commodities,1.9609
E330000US4599916700,"Charleston-North Charleston, SC CFS Area; South Carolina",208621,139391,0.0246681395478404,0.0365670886158418,0.0294,115,1,33.0821859,-80.4046966,Port of Charleston,seaport,33.93,Port of Charleston,33.93,119.22,210,40945,All Commodities,1.6082
E330000US4299910900,"Allentown-Bethlehem-Easton, PA-NJ CFS Area (part); Pennsylvania",272201,87442,0.0326643072228736,0.0224649863441788,0.0286,116,1,40.9183666,-75.7050387,Port of Philadelphia,seaport,74.83,Port of Philadelphia,74.83,54.93,141,74649,All Commodities,3.1992
E330000US3299999999,"Remainder of Nevada, Nevada",257954,83912,0.0308725267751511,0.0215067307277286,0.0271,117,0,39.5377097,-118.2641661,Port of Oakland,seaport,247.84,Port of Oakland,247.84,120.3,218,47556,All Commodities,3.1527
E330000US2599999999,"Remainder of Massachusetts, Massachusetts",218252,109764,0.0258793866519336,0.0285245279505246,0.0269,118,0,42.3394593,-72.6636936,Port of Boston,seaport,82.89,Port of Boston,82.89,63.05,227,39900,All Commodities,2.0254
E330000US0138000000,"Mobile-Daphne-Fairhope, AL CFS Area; Alabama",185225,128657,0.0217257309456845,0.0336532314523924,0.0265,119,1,30.6845725,-88.1965682,Port of New Orleans,seaport,122.19,Port of New Orleans,122.19,106.94,218,31233,All Commodities,1.4574
E330000US1349600000,"Savannah-Hinesville-Statesboro, GA CFS Area; Georgia",165870,139256,0.0192915405501157,0.0365304414463742,0.0262,120,1,31.7495633,-81.7428697,Port of Savannah,seaport,44.43,Port of Savannah,44.43,120.7,217,29755,All Commodities,1.4241
E330000US0453600000,"Tucson-Nogales, AZ CFS Area; Arizona",138504,154822,0.0158498430887291,0.0407559958162505,0.0258,121,1,32.128038,-111.7836574,Port of Long Beach,seaport,389.16,Port of Long Beach,389.16,59.78,204,21153,All Commodities,0.9002
E330000US4823800000,"El Paso-Las Cruces, TX-NM CFS Area (part); Texas",199837,109256,0.0235634157847468,0.0283866260091205,0.0255,122,1,31.4508678,-105.3775489,Dallas Intermodal Hub,rail_intermodal,510.28,Port of Corpus Christi,540.63,209.3,199,42477,All Commodities,1.927
E330000US5099999999,"Remainder of Vermont, Vermont",162074,125139,0.0188141348801813,0.0326982333621172,0.0244,123,0,44.8589643,-72.9094023,Port of Boston,seaport,196.83,Port of Boston,196.83,83.22,222,24365,All Commodities,1.3011
E330000US0499999999,"Remainder of Arizona, Arizona",109087,156109,0.0121502006776494,0.0411053654985087,0.0237,124,0,32.7739424,-113.910905,Port of Long Beach,seaport,257.46,Port of Long Beach,257.46,131.81,201,17288,All Commodities,0.703
E330000US1921800000,"Des Moines-Ames-West Des Moines, IA CFS Area; Iowa",155828,123723,0.0180286038437193,0.0323138452734788,0.0237,125,1,41.3306216,-94.0151842,Kansas City Intermodal Hub,rail_intermodal,156.98,Port of Beaumont,777.28,42.78,194,49950,All Commodities,1.2766
E330000US5344000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Washington",169158,87452,0.0197050573685414,0.0224677009493245,0.0208,126,1,46.1967854,-122.6784596,Port of Portland,seaport,44.9,Port of Portland,44.9,30.12,196,30640,All Commodities,2.0448
E330000US1599946520,"Urban Honolulu, HI CFS Area; Hawaii",140904,103014,0.0161516801824705,0.0266921694771426,0.0204,127,1,21.4613654,-158.201974,Port of Oakland,seaport,2413.93,Port of Oakland,2413.93,80.78,227,25712,All Commodities,1.3756
E330000US0299999999,"Remainder of Alaska, Alaska",135932,103308,0.0155263743366029,0.0267719788684277,0.02,128,0,55.4499378,-131.1066847,Port of Seattle,seaport,659.47,Port of Seattle,659.47,714.79,220,25376,All Commodities,1.3188
E330000US4899929700,"Laredo, TX CFS Area; Texas",47600,73075,0.0044172601014499,0.018564913131278,0.0101,129,1,27.7607987,-99.3407518,Port of Corpus Christi,seaport,118.5,Port of Corpus Christi,118.5,138.0,127,11466,All Commodities,0.6515
E330000US0999999999,"Remainder of Connecticut, Connecticut",65480,42191,0.0066659464498235,0.0101811265991399,0.0081,130,0,41.4726517,-72.1086339,Port of Boston,seaport,81.89,Port of Boston,81.89,21.62,172,18435,All Commodities,1.5802
E330000US1599999999,"Remainder of Hawaii, Hawaii",36554,59701,0.003028054877505,0.0149344002093503,0.0078,131,0,21.2187644,-156.9740097,Port of Oakland,seaport,2360.22,Port of Oakland,2360.22,80.78,174,6429,All Commodities,0.6133
E330000US3399999999,"Remainder of New Hampshire, New Hampshire",52006,46632,0.0049713826993769,0.011386682744368,0.0075,132,0,43.9264391,-71.8424242,Port of Boston,seaport,116.06,Port of Boston,116.06,44.07,184,10211,All Commodities,1.1232
E330000US1099999999,"Remainder of Delaware, Delaware",52245,40191,0.0050014406432953,0.0096382055699897,0.0069,133,0,38.6732275,-75.3370237,Port of Baltimore,seaport,78.14,Port of Baltimore,78.14,31.2,161,10756,All Commodities,1.3071
E330000US1154847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); District of Columbia",12477,4686,0.0,0.0,0.0,134,1,38.9042474,-77.0165167,Port of Baltimore,seaport,34.2,Port of Baltimore,34.2,34.95,71,3872,All Commodities,2.6838
